[2014-07-29 11:31:23] {'playid':640002973,'time':'1406604683','coin_type':3,'sub_type':101,'coin_count':288,'add_count':1,'item_id':1120401000}
[2014-07-29 11:31:29] {'playid':640002973,'time':'1406604689','coin_type':3,'sub_type':204,'coin_count':9,'add_count':324000}
[2014-07-29 11:31:30] {'playid':640002973,'time':'1406604690','coin_type':3,'sub_type':204,'coin_count':12,'add_count':560000}
[2014-07-29 11:31:30] {'playid':640002973,'time':'1406604690','coin_type':3,'sub_type':204,'coin_count':18,'add_count':756000}
[2014-07-29 11:32:50] {'playid':640002640,'time':'1406604770','coin_type':3,'sub_type':101,'coin_count':288,'add_count':1,'item_id':1120401000}
[2014-07-29 11:34:59] {'playid':640002640,'time':'1406604899','coin_type':3,'sub_type':101,'coin_count':10,'add_count':1,'item_id':120701011}
[2014-07-29 11:35:05] {'playid':640002640,'time':'1406604905','coin_type':3,'sub_type':101,'coin_count':10,'add_count':1,'item_id':120701011}
[2014-07-29 11:35:12] {'playid':640002640,'time':'1406604912','coin_type':3,'sub_type':101,'coin_count':990,'add_count':99,'item_id':120701011}
[2014-07-29 11:35:13] {'playid':640002640,'time':'1406604913','coin_type':3,'sub_type':101,'coin_count':990,'add_count':99,'item_id':120701011}
[2014-07-29 11:35:14] {'playid':640002640,'time':'1406604914','coin_type':3,'sub_type':101,'coin_count':990,'add_count':99,'item_id':120701011}
[2014-07-29 11:35:14] {'playid':640002640,'time':'1406604914','coin_type':3,'sub_type':101,'coin_count':990,'add_count':99,'item_id':120701011}
[2014-07-29 11:35:14] {'playid':640002640,'time':'1406604914','coin_type':3,'sub_type':101,'coin_count':990,'add_count':99,'item_id':120701011}
[2014-07-29 11:35:14] {'playid':640002640,'time':'1406604914','coin_type':3,'sub_type':101,'coin_count':990,'add_count':99,'item_id':120701011}
[2014-07-29 11:35:14] {'playid':640002640,'time':'1406604914','coin_type':3,'sub_type':101,'coin_count':990,'add_count':99,'item_id':120701011}
[2014-07-29 11:42:29] {'playid':640003015,'time':'1406605349','coin_type':3,'sub_type':101,'coin_count':32,'add_count':1,'item_id':430105}
[2014-07-29 11:42:37] {'playid':640003015,'time':'1406605357','coin_type':3,'sub_type':101,'coin_count':396,'add_count':99,'item_id':410101}
[2014-07-29 11:42:38] {'playid':640003015,'time':'1406605358','coin_type':3,'sub_type':101,'coin_count':792,'add_count':99,'item_id':410102}
[2014-07-29 11:42:40] {'playid':640003015,'time':'1406605360','coin_type':3,'sub_type':101,'coin_count':1584,'add_count':99,'item_id':420103}
[2014-07-29 11:42:42] {'playid':640003015,'time':'1406605362','coin_type':3,'sub_type':101,'coin_count':3168,'add_count':99,'item_id':420104}
[2014-07-29 11:42:44] {'playid':640003015,'time':'1406605364','coin_type':3,'sub_type':101,'coin_count':6336,'add_count':99,'item_id':430105}
[2014-07-29 11:42:47] {'playid':640003015,'time':'1406605367','coin_type':3,'sub_type':101,'coin_count':12672,'add_count':99,'item_id':430106}
[2014-07-29 11:47:23] {'playid':'640003015','time':1406605643,'coin_type':0,'sub_type':208,'coin_count':0,'add_count':0,'item_id':0,hu_song_id:5}
[2014-07-29 11:50:28] {'playid':640003003,'time':'1406605828','coin_type':3,'sub_type':101,'coin_count':1388,'add_count':1,'item_id':15150501}
[2014-07-29 11:58:13] {'playid':640002411,'time':1406606293,'coin_type':2,'sub_type':207,'coin_count':-1500,'add_count':1}
[2014-07-29 11:58:13] {'playid':640002411,'time':1406606293,'coin_type':2,'sub_type':207,'coin_count':-1500,'add_count':1}
[2014-07-29 11:58:20] {'playid':640002411,'time':1406606300,'coin_type':2,'sub_type':207,'coin_count':-1500,'add_count':1}
[2014-07-29 11:59:38] {'playid':640002411,'time':1406606378,'coin_type':2,'sub_type':207,'coin_count':-1500,'add_count':1}
[2014-07-29 12:04:33] {'playid':640002386,'time':1406606673,'coin_type':2,'sub_type':207,'coin_count':-1500,'add_count':1}
